method,family,k,dataset,auc_mean,stability_nogueira,bacc,n_feat,runtime_fs,difficulty_tier,dsk_median_auc,relative_auc
boruta,Wrapper,30,Bladder_GSE31189,0.6375,0.1737,0.5749,30.0,,Hard,0.6312,0.0063
boruta,Wrapper,30,Breast_GSE70947,0.933,0.4217,0.8675,30.0,,Medium,0.9373,-0.0043
boruta,Wrapper,30,Colorectal_GSE44076,0.9999,0.4031,0.9927,30.0,,Easy,0.9999,0.0
boruta,Wrapper,30,Colorectal_GSE44861,0.9073,0.4211,0.8545,30.0,,Medium,0.896,0.0113
boruta,Wrapper,30,Leukemia_GSE63270,1.0,0.5739,0.9967,30.0,,Easy,1.0,0.0
boruta,Wrapper,30,Liver_GSE14520_U133A,0.9825,0.5449,0.9609,30.0,,Easy,0.9832,-0.0007
boruta,Wrapper,30,Liver_GSE76427,0.9741,0.5206,0.9429,30.0,,Easy,0.9685,0.0056
boruta,Wrapper,30,Lung_GSE19804,0.9872,0.4279,0.9594,30.0,,Easy,0.989,-0.0018
boruta,Wrapper,30,Pancreatic_GSE16515,0.9095,0.2284,0.8353,30.0,,Medium,0.9336,-0.0241
boruta,Wrapper,30,Prostate_GSE6919_U95Av2,0.6713,0.2671,0.6376,30.0,,Hard,0.6777,-0.0064
boruta,Wrapper,30,Renal_GSE53757,0.8593,0.2585,0.824,30.0,,Medium,0.8678,-0.0085
boruta,Wrapper,50,Bladder_GSE31189,0.651,0.154,0.5907,50.0,,Hard,0.651,0.0
boruta,Wrapper,50,Breast_GSE70947,0.9363,0.4756,0.871,50.0,,Medium,0.9363,0.0
boruta,Wrapper,50,Colorectal_GSE44076,0.9999,0.4615,0.9937,50.0,,Easy,0.9999,0.0
boruta,Wrapper,50,Colorectal_GSE44861,0.9135,0.5102,0.8645,50.0,,Medium,0.8956,0.0179
boruta,Wrapper,50,Leukemia_GSE63270,1.0,0.5757,0.9983,50.0,,Easy,1.0,0.0
boruta,Wrapper,50,Liver_GSE14520_U133A,0.9821,0.6093,0.962,50.0,,Easy,0.9824,-0.0003
boruta,Wrapper,50,Liver_GSE76427,0.9776,0.5838,0.9477,50.0,,Easy,0.9711,0.0065
boruta,Wrapper,50,Lung_GSE19804,0.9863,0.4883,0.9577,50.0,,Easy,0.9885,-0.0022
boruta,Wrapper,50,Pancreatic_GSE16515,0.9171,0.2835,0.8556,50.0,,Medium,0.9269,-0.0098
boruta,Wrapper,50,Prostate_GSE6919_U95Av2,0.6426,0.2789,0.6119,50.0,,Hard,0.6722,-0.0296
boruta,Wrapper,50,Renal_GSE53757,0.8582,0.3326,0.8173,50.0,,Medium,0.8676,-0.0094
extratrees,Wrapper,3,Bladder_GSE31189,0.4834,0.0188,0.4916,3.0,,Hard,0.5353,-0.0519
extratrees,Wrapper,3,Breast_GSE70947,0.9186,0.0499,0.8466,3.0,,Medium,0.9026,0.016
extratrees,Wrapper,3,Colorectal_GSE44076,0.9993,0.0499,0.9886,3.0,,Easy,0.9975,0.0018
extratrees,Wrapper,3,Colorectal_GSE44861,0.9029,0.091,0.8354,3.0,,Medium,0.8898,0.0131
extratrees,Wrapper,3,Leukemia_GSE63270,0.9992,0.14,0.9753,3.0,,Easy,0.9965,0.0027
extratrees,Wrapper,3,Liver_GSE14520_U133A,0.9809,0.2966,0.9599,3.0,,Easy,0.9747,0.0062
extratrees,Wrapper,3,Liver_GSE76427,0.9687,0.1922,0.9483,3.0,,Easy,0.9678,0.0009
extratrees,Wrapper,3,Lung_GSE19804,0.9788,0.0544,0.947,3.0,,Easy,0.9788,0.0
extratrees,Wrapper,3,Pancreatic_GSE16515,0.8781,0.0577,0.8338,3.0,,Medium,0.8955,-0.0174
extratrees,Wrapper,3,Prostate_GSE6919_U95Av2,0.7351,0.0175,0.6704,3.0,,Hard,0.6976,0.0375
extratrees,Wrapper,3,Renal_GSE53757,0.8594,0.0299,0.8538,3.0,,Medium,0.8768,-0.0174
extratrees,Wrapper,5,Bladder_GSE31189,0.5166,0.0206,0.5109,5.0,,Hard,0.5564,-0.0398
extratrees,Wrapper,5,Breast_GSE70947,0.9239,0.0512,0.8506,5.0,,Medium,0.914,0.0099
extratrees,Wrapper,5,Colorectal_GSE44076,0.9993,0.0466,0.9886,5.0,,Easy,0.9982,0.0011
extratrees,Wrapper,5,Colorectal_GSE44861,0.9018,0.1385,0.8473,5.0,,Medium,0.8876,0.0142
extratrees,Wrapper,5,Leukemia_GSE63270,0.9985,0.1533,0.995,5.0,,Easy,0.9988,-0.0003
extratrees,Wrapper,5,Liver_GSE14520_U133A,0.9809,0.2792,0.966,5.0,,Easy,0.9797,0.0012
extratrees,Wrapper,5,Liver_GSE76427,0.967,0.2479,0.954,5.0,,Easy,0.9671,-0.0001
extratrees,Wrapper,5,Lung_GSE19804,0.979,0.0712,0.9365,5.0,,Easy,0.9792,-0.0002
extratrees,Wrapper,5,Pancreatic_GSE16515,0.916,0.0519,0.8487,5.0,,Medium,0.9264,-0.0104
extratrees,Wrapper,5,Prostate_GSE6919_U95Av2,0.7251,0.0303,0.6658,5.0,,Hard,0.7076,0.0175
extratrees,Wrapper,5,Renal_GSE53757,0.8705,0.0419,0.8551,5.0,,Medium,0.8723,-0.0018
extratrees,Wrapper,10,Bladder_GSE31189,0.5668,0.0355,0.555,10.0,,Hard,0.5965,-0.0297
extratrees,Wrapper,10,Breast_GSE70947,0.9266,0.0631,0.8583,10.0,,Medium,0.9285,-0.0019
extratrees,Wrapper,10,Colorectal_GSE44076,0.9996,0.0781,0.9896,10.0,,Easy,0.9995,0.0001
extratrees,Wrapper,10,Colorectal_GSE44861,0.9095,0.1506,0.8638,10.0,,Medium,0.8916,0.0179
extratrees,Wrapper,10,Leukemia_GSE63270,1.0,0.1295,0.9942,10.0,,Easy,1.0,0.0
extratrees,Wrapper,10,Liver_GSE14520_U133A,0.9805,0.19,0.9654,10.0,,Easy,0.981,-0.0005
extratrees,Wrapper,10,Liver_GSE76427,0.9744,0.2415,0.9549,10.0,,Easy,0.9696,0.0048
extratrees,Wrapper,10,Lung_GSE19804,0.9798,0.0768,0.9453,10.0,,Easy,0.9851,-0.0053
extratrees,Wrapper,10,Pancreatic_GSE16515,0.9217,0.0558,0.8392,10.0,,Medium,0.9307,-0.009
extratrees,Wrapper,10,Prostate_GSE6919_U95Av2,0.7222,0.0432,0.6669,10.0,,Hard,0.7075,0.0147
extratrees,Wrapper,10,Renal_GSE53757,0.8725,0.0545,0.8483,10.0,,Medium,0.8714,0.0011
extratrees,Wrapper,15,Bladder_GSE31189,0.6196,0.0384,0.5929,15.0,,Hard,0.6019,0.0177
extratrees,Wrapper,15,Breast_GSE70947,0.9303,0.0907,0.8661,15.0,,Medium,0.9319,-0.0016
extratrees,Wrapper,15,Colorectal_GSE44076,1.0,0.1002,0.9917,15.0,,Easy,0.9998,0.0002
extratrees,Wrapper,15,Colorectal_GSE44861,0.908,0.1621,0.8463,15.0,,Medium,0.8924,0.0156
extratrees,Wrapper,15,Leukemia_GSE63270,1.0,0.1371,0.9944,15.0,,Easy,1.0,0.0
extratrees,Wrapper,15,Liver_GSE14520_U133A,0.9811,0.1823,0.962,15.0,,Easy,0.982,-0.0009
extratrees,Wrapper,15,Liver_GSE76427,0.9746,0.2409,0.9497,15.0,,Easy,0.9727,0.0019
extratrees,Wrapper,15,Lung_GSE19804,0.9862,0.1171,0.9506,15.0,,Easy,0.9872,-0.001
extratrees,Wrapper,15,Pancreatic_GSE16515,0.9138,0.0597,0.843,15.0,,Medium,0.9281,-0.0143
extratrees,Wrapper,15,Prostate_GSE6919_U95Av2,0.7143,0.0551,0.6799,15.0,,Hard,0.7029,0.0114
extratrees,Wrapper,15,Renal_GSE53757,0.8746,0.0664,0.8525,15.0,,Medium,0.8726,0.002
extratrees,Wrapper,20,Bladder_GSE31189,0.6382,0.0445,0.5721,20.0,,Hard,0.6283,0.0099
extratrees,Wrapper,20,Breast_GSE70947,0.9335,0.11,0.8697,20.0,,Medium,0.9346,-0.0011
extratrees,Wrapper,20,Colorectal_GSE44076,0.9999,0.1265,0.9927,20.0,,Easy,0.9998,0.0001
extratrees,Wrapper,20,Colorectal_GSE44861,0.8996,0.1779,0.8483,20.0,,Medium,0.896,0.0036
extratrees,Wrapper,20,Leukemia_GSE63270,1.0,0.1709,0.9983,20.0,,Easy,1.0,0.0
extratrees,Wrapper,20,Liver_GSE14520_U133A,0.9817,0.1963,0.9643,20.0,,Easy,0.9822,-0.0005
extratrees,Wrapper,20,Liver_GSE76427,0.9699,0.267,0.9466,20.0,,Easy,0.968,0.0019
extratrees,Wrapper,20,Lung_GSE19804,0.9874,0.1487,0.9506,20.0,,Easy,0.9878,-0.0004
extratrees,Wrapper,20,Pancreatic_GSE16515,0.9179,0.0753,0.8458,20.0,,Medium,0.9281,-0.0102
extratrees,Wrapper,20,Prostate_GSE6919_U95Av2,0.6965,0.0625,0.6586,20.0,,Hard,0.6908,0.0057
extratrees,Wrapper,20,Renal_GSE53757,0.875,0.0788,0.8566,20.0,,Medium,0.8707,0.0043
extratrees,Wrapper,30,Bladder_GSE31189,0.6312,0.0528,0.5782,30.0,,Hard,0.6312,0.0
extratrees,Wrapper,30,Breast_GSE70947,0.938,0.1375,0.8759,30.0,,Medium,0.9373,0.0007
extratrees,Wrapper,30,Colorectal_GSE44076,0.9999,0.1441,0.9937,30.0,,Easy,0.9999,0.0
extratrees,Wrapper,30,Colorectal_GSE44861,0.9051,0.2163,0.85,30.0,,Medium,0.896,0.0091
extratrees,Wrapper,30,Leukemia_GSE63270,1.0,0.2157,1.0,30.0,,Easy,1.0,0.0
extratrees,Wrapper,30,Liver_GSE14520_U133A,0.9841,0.2306,0.962,30.0,,Easy,0.9832,0.0009
extratrees,Wrapper,30,Liver_GSE76427,0.9671,0.2843,0.94,30.0,,Easy,0.9685,-0.0014
extratrees,Wrapper,30,Lung_GSE19804,0.9875,0.1916,0.9454,30.0,,Easy,0.989,-0.0015
extratrees,Wrapper,30,Pancreatic_GSE16515,0.9179,0.1075,0.8499,30.0,,Medium,0.9336,-0.0157
extratrees,Wrapper,30,Prostate_GSE6919_U95Av2,0.6854,0.0795,0.6586,30.0,,Hard,0.6777,0.0077
extratrees,Wrapper,30,Renal_GSE53757,0.875,0.0964,0.8425,30.0,,Medium,0.8678,0.0072
extratrees,Wrapper,50,Bladder_GSE31189,0.6565,0.0658,0.5999,50.0,,Hard,0.651,0.0055
extratrees,Wrapper,50,Breast_GSE70947,0.9354,0.1551,0.8766,50.0,,Medium,0.9363,-0.0009
extratrees,Wrapper,50,Colorectal_GSE44076,1.0,0.1624,0.9927,50.0,,Easy,0.9999,0.0001
extratrees,Wrapper,50,Colorectal_GSE44861,0.8916,0.2237,0.82,50.0,,Medium,0.8956,-0.004
extratrees,Wrapper,50,Leukemia_GSE63270,1.0,0.2342,1.0,50.0,,Easy,1.0,0.0
extratrees,Wrapper,50,Liver_GSE14520_U133A,0.9805,0.2295,0.962,50.0,,Easy,0.9824,-0.0019
extratrees,Wrapper,50,Liver_GSE76427,0.9677,0.2668,0.9389,50.0,,Easy,0.9711,-0.0034
extratrees,Wrapper,50,Lung_GSE19804,0.9878,0.2249,0.9544,50.0,,Easy,0.9885,-0.0007
extratrees,Wrapper,50,Pancreatic_GSE16515,0.9274,0.1314,0.8699,50.0,,Medium,0.9269,0.0005
extratrees,Wrapper,50,Prostate_GSE6919_U95Av2,0.6651,0.1,0.636,50.0,,Hard,0.6722,-0.0071
extratrees,Wrapper,50,Renal_GSE53757,0.8763,0.1222,0.8328,50.0,,Medium,0.8676,0.0087
rfecv,Wrapper,3,Bladder_GSE31189,0.5625,0.0033,0.5494,3.0,,Hard,0.5353,0.0272
rfecv,Wrapper,3,Breast_GSE70947,0.8864,0.0099,0.8113,3.0,,Medium,0.9026,-0.0162
rfecv,Wrapper,3,Colorectal_GSE44076,0.9962,0.0944,0.9814,3.0,,Easy,0.9975,-0.0013
rfecv,Wrapper,3,Colorectal_GSE44861,0.824,0.0054,0.7653,3.0,,Medium,0.8898,-0.0658
rfecv,Wrapper,3,Leukemia_GSE63270,0.9936,0.0633,0.9614,3.0,,Easy,0.9965,-0.0029
rfecv,Wrapper,3,Liver_GSE14520_U133A,0.9487,0.0054,0.9056,3.0,,Easy,0.9747,-0.026
rfecv,Wrapper,3,Liver_GSE76427,0.9355,0.0388,0.875,3.0,,Easy,0.9678,-0.0323
rfecv,Wrapper,3,Lung_GSE19804,0.9238,0.0133,0.8626,3.0,,Easy,0.9788,-0.055
rfecv,Wrapper,3,Pancreatic_GSE16515,0.8919,0.0411,0.8033,3.0,,Medium,0.8955,-0.0036
rfecv,Wrapper,3,Prostate_GSE6919_U95Av2,0.6767,0.0031,0.618,3.0,,Hard,0.6976,-0.0209
rfecv,Wrapper,3,Renal_GSE53757,0.8705,0.0511,0.8386,3.0,,Medium,0.8768,-0.0063
rfecv,Wrapper,5,Bladder_GSE31189,0.5746,0.0099,0.5455,5.0,,Hard,0.5564,0.0182
rfecv,Wrapper,5,Breast_GSE70947,0.8927,0.0159,0.8258,5.0,,Medium,0.914,-0.0213
rfecv,Wrapper,5,Colorectal_GSE44076,0.9995,0.0839,0.9905,5.0,,Easy,0.9982,0.0013
rfecv,Wrapper,5,Colorectal_GSE44861,0.8382,0.0138,0.7862,5.0,,Medium,0.8876,-0.0494
rfecv,Wrapper,5,Leukemia_GSE63270,0.9988,0.1159,0.9803,5.0,,Easy,0.9988,0.0
rfecv,Wrapper,5,Liver_GSE14520_U133A,0.9683,0.0238,0.9385,5.0,,Easy,0.9797,-0.0114
rfecv,Wrapper,5,Liver_GSE76427,0.9539,0.0492,0.8896,5.0,,Easy,0.9671,-0.0132
rfecv,Wrapper,5,Lung_GSE19804,0.9559,0.0219,0.9029,5.0,,Easy,0.9792,-0.0233
rfecv,Wrapper,5,Pancreatic_GSE16515,0.895,0.0312,0.8063,5.0,,Medium,0.9264,-0.0314
rfecv,Wrapper,5,Prostate_GSE6919_U95Av2,0.7076,0.0089,0.6521,5.0,,Hard,0.7076,0.0
rfecv,Wrapper,5,Renal_GSE53757,0.8618,0.0452,0.8318,5.0,,Medium,0.8723,-0.0105
rfecv,Wrapper,10,Bladder_GSE31189,0.635,0.0192,0.5838,10.0,,Hard,0.5965,0.0385
rfecv,Wrapper,10,Breast_GSE70947,0.9195,0.0397,0.8551,10.0,,Medium,0.9285,-0.009
rfecv,Wrapper,10,Colorectal_GSE44076,0.9999,0.2078,0.9968,10.0,,Easy,0.9995,0.0004
rfecv,Wrapper,10,Colorectal_GSE44861,0.8556,0.0269,0.7903,10.0,,Medium,0.8916,-0.036
rfecv,Wrapper,10,Leukemia_GSE63270,1.0,0.1078,0.9867,10.0,,Easy,1.0,0.0
rfecv,Wrapper,10,Liver_GSE14520_U133A,0.9799,0.0509,0.9553,10.0,,Easy,0.981,-0.0011
rfecv,Wrapper,10,Liver_GSE76427,0.9605,0.0911,0.9199,10.0,,Easy,0.9696,-0.0091
rfecv,Wrapper,10,Lung_GSE19804,0.9767,0.0372,0.9317,10.0,,Easy,0.9851,-0.0084
rfecv,Wrapper,10,Pancreatic_GSE16515,0.8545,0.0602,0.7976,10.0,,Medium,0.9307,-0.0762
rfecv,Wrapper,10,Prostate_GSE6919_U95Av2,0.7156,0.0179,0.6446,10.0,,Hard,0.7075,0.0081
rfecv,Wrapper,10,Renal_GSE53757,0.8643,0.0342,0.833,10.0,,Medium,0.8714,-0.0071
rfecv,Wrapper,15,Bladder_GSE31189,0.6485,0.0275,0.5943,15.0,,Hard,0.6019,0.0466
rfecv,Wrapper,15,Breast_GSE70947,0.9286,0.0627,0.8746,15.0,,Medium,0.9319,-0.0033
rfecv,Wrapper,15,Colorectal_GSE44076,1.0,0.3491,0.9989,15.0,,Easy,0.9998,0.0002
rfecv,Wrapper,15,Colorectal_GSE44861,0.868,0.0451,0.8187,15.0,,Medium,0.8924,-0.0244
rfecv,Wrapper,15,Leukemia_GSE63270,1.0,0.1491,0.995,15.0,,Easy,1.0,0.0
rfecv,Wrapper,15,Liver_GSE14520_U133A,0.9818,0.0614,0.962,15.0,,Easy,0.982,-0.0002
rfecv,Wrapper,15,Liver_GSE76427,0.9649,0.1239,0.9353,15.0,,Easy,0.9727,-0.0078
rfecv,Wrapper,15,Lung_GSE19804,0.9758,0.0671,0.9297,15.0,,Easy,0.9872,-0.0114
rfecv,Wrapper,15,Pancreatic_GSE16515,0.8941,0.0935,0.7824,15.0,,Medium,0.9281,-0.034
rfecv,Wrapper,15,Prostate_GSE6919_U95Av2,0.7109,0.0246,0.6508,15.0,,Hard,0.7029,0.008
rfecv,Wrapper,15,Renal_GSE53757,0.8674,0.0286,0.8287,15.0,,Medium,0.8726,-0.0052
rfecv,Wrapper,20,Bladder_GSE31189,0.6529,0.0378,0.5996,20.0,,Hard,0.6283,0.0246
rfecv,Wrapper,20,Breast_GSE70947,0.9346,0.0842,0.8683,20.0,,Medium,0.9346,0.0
rfecv,Wrapper,20,Colorectal_GSE44076,1.0,0.4529,0.9968,20.0,,Easy,0.9998,0.0002
rfecv,Wrapper,20,Colorectal_GSE44861,0.8636,0.0501,0.8209,20.0,,Medium,0.896,-0.0324
rfecv,Wrapper,20,Leukemia_GSE63270,1.0,0.1945,0.9967,20.0,,Easy,1.0,0.0
rfecv,Wrapper,20,Liver_GSE14520_U133A,0.9825,0.0763,0.9643,20.0,,Easy,0.9822,0.0003
rfecv,Wrapper,20,Liver_GSE76427,0.9656,0.1148,0.935,20.0,,Easy,0.968,-0.0024
rfecv,Wrapper,20,Lung_GSE19804,0.9745,0.0663,0.9365,20.0,,Easy,0.9878,-0.0133
rfecv,Wrapper,20,Pancreatic_GSE16515,0.9131,0.1107,0.7975,20.0,,Medium,0.9281,-0.015
rfecv,Wrapper,20,Prostate_GSE6919_U95Av2,0.6987,0.0251,0.6378,20.0,,Hard,0.6908,0.0079
rfecv,Wrapper,20,Renal_GSE53757,0.8707,0.0348,0.823,20.0,,Medium,0.8707,0.0
rfecv,Wrapper,30,Bladder_GSE31189,0.6521,0.0473,0.6188,30.0,,Hard,0.6312,0.0209
rfecv,Wrapper,30,Breast_GSE70947,0.9407,0.119,0.8781,30.0,,Medium,0.9373,0.0034
rfecv,Wrapper,30,Colorectal_GSE44076,1.0,0.5526,0.9979,30.0,,Easy,0.9999,0.0001
rfecv,Wrapper,30,Colorectal_GSE44861,0.8582,0.0739,0.8283,30.0,,Medium,0.896,-0.0378
rfecv,Wrapper,30,Leukemia_GSE63270,1.0,0.252,0.9983,30.0,,Easy,1.0,0.0
rfecv,Wrapper,30,Liver_GSE14520_U133A,0.9841,0.0849,0.9665,30.0,,Easy,0.9832,0.0009
rfecv,Wrapper,30,Liver_GSE76427,0.9677,0.2043,0.9394,30.0,,Easy,0.9685,-0.0008
rfecv,Wrapper,30,Lung_GSE19804,0.9805,0.1052,0.9453,30.0,,Easy,0.989,-0.0085
rfecv,Wrapper,30,Pancreatic_GSE16515,0.9188,0.118,0.7643,30.0,,Medium,0.9336,-0.0148
rfecv,Wrapper,30,Prostate_GSE6919_U95Av2,0.6605,0.0377,0.6217,30.0,,Hard,0.6777,-0.0172
rfecv,Wrapper,30,Renal_GSE53757,0.8675,0.051,0.8138,30.0,,Medium,0.8678,-0.0003
rfecv,Wrapper,50,Bladder_GSE31189,0.6589,0.0805,0.5859,50.0,,Hard,0.651,0.0079
rfecv,Wrapper,50,Breast_GSE70947,0.9465,0.1668,0.8891,50.0,,Medium,0.9363,0.0102
rfecv,Wrapper,50,Colorectal_GSE44076,1.0,0.601,1.0,50.0,,Easy,0.9999,0.0001
rfecv,Wrapper,50,Colorectal_GSE44861,0.8629,0.1256,0.8238,50.0,,Medium,0.8956,-0.0327
rfecv,Wrapper,50,Leukemia_GSE63270,1.0,0.3819,1.0,50.0,,Easy,1.0,0.0
rfecv,Wrapper,50,Liver_GSE14520_U133A,0.9856,0.1334,0.9648,50.0,,Easy,0.9824,0.0032
rfecv,Wrapper,50,Liver_GSE76427,0.9696,0.2699,0.9451,50.0,,Easy,0.9711,-0.0015
rfecv,Wrapper,50,Lung_GSE19804,0.9841,0.1648,0.9485,50.0,,Easy,0.9885,-0.0044
rfecv,Wrapper,50,Pancreatic_GSE16515,0.9117,0.1605,0.7818,50.0,,Medium,0.9269,-0.0152
rfecv,Wrapper,50,Prostate_GSE6919_U95Av2,0.6526,0.0603,0.6114,50.0,,Hard,0.6722,-0.0196
rfecv,Wrapper,50,Renal_GSE53757,0.8761,0.0738,0.8234,50.0,,Medium,0.8676,0.0085
ga,EA,3,Bladder_GSE31189,0.5558,0.0022,0.5427,3.0,,Hard,0.5353,0.0205
ga,EA,3,Breast_GSE70947,0.9026,0.0155,0.8459,3.0,,Medium,0.9026,0.0
ga,EA,3,Colorectal_GSE44076,0.9975,0.0088,0.9825,3.0,,Easy,0.9975,0.0
ga,EA,3,Colorectal_GSE44861,0.8687,0.0165,0.8209,3.0,,Medium,0.8898,-0.0211
ga,EA,3,Leukemia_GSE63270,0.9889,0.0077,0.9503,3.0,,Easy,0.9965,-0.0076
ga,EA,3,Liver_GSE14520_U133A,0.9737,0.0054,0.9409,3.0,,Easy,0.9747,-0.001
ga,EA,3,Liver_GSE76427,0.9631,0.0244,0.916,3.0,,Easy,0.9678,-0.0047
ga,EA,3,Lung_GSE19804,0.9578,0.0033,0.8765,3.0,,Easy,0.9788,-0.021
ga,EA,3,Pancreatic_GSE16515,0.8512,0.0011,0.7668,3.0,,Medium,0.8955,-0.0443
ga,EA,3,Prostate_GSE6919_U95Av2,0.7029,0.0042,0.6559,3.0,,Hard,0.6976,0.0053
ga,EA,3,Renal_GSE53757,0.8697,0.0055,0.8446,3.0,,Medium,0.8768,-0.0071
ga,EA,5,Bladder_GSE31189,0.5664,0.0032,0.5439,5.0,,Hard,0.5564,0.01
ga,EA,5,Breast_GSE70947,0.903,0.0105,0.8388,5.0,,Medium,0.914,-0.011
ga,EA,5,Colorectal_GSE44076,0.9995,0.1586,0.9916,5.0,,Easy,0.9982,0.0013
ga,EA,5,Colorectal_GSE44861,0.8622,0.0071,0.8069,5.0,,Medium,0.8876,-0.0254
ga,EA,5,Leukemia_GSE63270,0.9967,0.1266,0.9708,5.0,,Easy,0.9988,-0.0021
ga,EA,5,Liver_GSE14520_U133A,0.9733,0.0098,0.9448,5.0,,Easy,0.9797,-0.0064
ga,EA,5,Liver_GSE76427,0.9576,0.0092,0.9211,5.0,,Easy,0.9671,-0.0095
ga,EA,5,Lung_GSE19804,0.9718,0.0052,0.9274,5.0,,Easy,0.9792,-0.0074
ga,EA,5,Pancreatic_GSE16515,0.8979,0.0106,0.8207,5.0,,Medium,0.9264,-0.0285
ga,EA,5,Prostate_GSE6919_U95Av2,0.6887,0.0056,0.6229,5.0,,Hard,0.7076,-0.0189
ga,EA,5,Renal_GSE53757,0.8683,0.0026,0.8371,5.0,,Medium,0.8723,-0.004
ga,EA,10,Bladder_GSE31189,0.5702,0.0025,0.5533,10.0,,Hard,0.5965,-0.0263
ga,EA,10,Breast_GSE70947,0.9209,0.0104,0.857,10.0,,Medium,0.9285,-0.0076
ga,EA,10,Colorectal_GSE44076,0.9986,0.2685,0.9927,10.0,,Easy,0.9995,-0.0009
ga,EA,10,Colorectal_GSE44861,0.8662,0.0132,0.8191,10.0,,Medium,0.8916,-0.0254
ga,EA,10,Leukemia_GSE63270,1.0,0.2939,0.995,10.0,,Easy,1.0,0.0
ga,EA,10,Liver_GSE14520_U133A,0.9818,0.0142,0.9537,10.0,,Easy,0.981,0.0008
ga,EA,10,Liver_GSE76427,0.9614,0.0078,0.9274,10.0,,Easy,0.9696,-0.0082
ga,EA,10,Lung_GSE19804,0.984,0.0222,0.9413,10.0,,Easy,0.9851,-0.0011
ga,EA,10,Pancreatic_GSE16515,0.905,0.0098,0.8252,10.0,,Medium,0.9307,-0.0257
ga,EA,10,Prostate_GSE6919_U95Av2,0.6725,0.0029,0.6301,10.0,,Hard,0.7075,-0.035
ga,EA,10,Renal_GSE53757,0.8685,0.0075,0.8457,10.0,,Medium,0.8714,-0.0029
ga,EA,15,Bladder_GSE31189,0.5761,0.0044,0.5649,15.0,,Hard,0.6019,-0.0258
ga,EA,15,Breast_GSE70947,0.9252,0.0136,0.8593,15.0,,Medium,0.9319,-0.0067
ga,EA,15,Colorectal_GSE44076,0.9995,0.3365,0.9906,15.0,,Easy,0.9998,-0.0003
ga,EA,15,Colorectal_GSE44861,0.8764,0.0116,0.8351,15.0,,Medium,0.8924,-0.016
ga,EA,15,Leukemia_GSE63270,1.0,0.3785,0.9983,15.0,,Easy,1.0,0.0
ga,EA,15,Liver_GSE14520_U133A,0.9797,0.0674,0.9592,15.0,,Easy,0.982,-0.0023
ga,EA,15,Liver_GSE76427,0.9604,0.0277,0.9405,15.0,,Easy,0.9727,-0.0123
ga,EA,15,Lung_GSE19804,0.9866,0.1502,0.9382,15.0,,Easy,0.9872,-0.0006
ga,EA,15,Pancreatic_GSE16515,0.9026,0.0191,0.7974,15.0,,Medium,0.9281,-0.0255
ga,EA,15,Prostate_GSE6919_U95Av2,0.7042,0.0044,0.6462,15.0,,Hard,0.7029,0.0013
ga,EA,15,Renal_GSE53757,0.8674,0.0093,0.84,15.0,,Medium,0.8726,-0.0052
ga,EA,20,Bladder_GSE31189,0.642,0.0075,0.5936,20.0,,Hard,0.6283,0.0137
ga,EA,20,Breast_GSE70947,0.9288,0.0135,0.8656,20.0,,Medium,0.9346,-0.0058
ga,EA,20,Colorectal_GSE44076,0.9996,0.3204,0.9906,20.0,,Easy,0.9998,-0.0002
ga,EA,20,Colorectal_GSE44861,0.8487,0.0124,0.8242,20.0,,Medium,0.896,-0.0473
ga,EA,20,Leukemia_GSE63270,1.0,0.3518,0.9967,20.0,,Easy,1.0,0.0
ga,EA,20,Liver_GSE14520_U133A,0.9785,0.1247,0.9563,20.0,,Easy,0.9822,-0.0037
ga,EA,20,Liver_GSE76427,0.9671,0.0955,0.93,20.0,,Easy,0.968,-0.0009
ga,EA,20,Lung_GSE19804,0.9868,0.1572,0.9453,20.0,,Easy,0.9878,-0.001
ga,EA,20,Pancreatic_GSE16515,0.9155,0.0281,0.8268,20.0,,Medium,0.9281,-0.0126
ga,EA,20,Prostate_GSE6919_U95Av2,0.6658,0.0074,0.6356,20.0,,Hard,0.6908,-0.025
ga,EA,20,Renal_GSE53757,0.8829,0.0188,0.8344,20.0,,Medium,0.8707,0.0122
